settlement_row_id,txn_id,settle_amount,settled_at
SR0004007,T0004007,3774.18,2026-06-17
SR0004008,T0004008,248.12,2026-04-03
SR0004009,T0004009,305.3,2026-05-20
SR0004010,T0004010,123.39,2026-04-07
SR0004011,T0004011,31.33,2026-05-16
SR0004012,T0004012,4424.22,2026-06-12
SR0004013,T0004013,49.42,2026-05-18
SR0004014,T0004014,70.45,2026-06-06
SR0004015,T0004015,179.68,2026-06-05
SR0004016,T0004016,145.37,2026-06-20
SR0004017,T0004017,124.09,2026-05-14
SR0004018,T0004018,737.28,2026-04-30
SR0004019,T0004019,1343.96,2026-05-05
SR0004020,T0004020,262.97,2026-07-01
SR0004021,T0004021,426.25,2026-06-21
SR0004022,T0004022,77.39,2026-05-01
SR0004023,T0004023,641.91,2026-05-14
SR0004024,T0004024,194.67,2026-06-08
SR0004025,T0004025,167.99,2026-05-11
SR0004026,T0004026,1099.4,2026-04-28
SR0004027,T0004027,38.16,2026-06-09
SR0004029,T0004029,263.62,2026-06-23
SR0004030,T0004030,146.21,2026-04-09
SR0004031,T0004031,3352.09,2026-06-12
SR0004032,T0004032,881.1,2026-06-21
SR0004033,T0004033,26.51,2026-05-29
SR0004034,T0004034,1110.1,2026-06-28
SR0004035,T0004035,657.13,2026-06-19
SR0004036,T0004036,47.97,2026-06-21
SR0004037,T0004037,258.13,2026-05-03
SR0004038,T0004038,885.72,2026-06-10
SR0004039,T0004039,22.06,2026-06-15
SR0004040,T0004040,858.29,2026-05-01
SR0004041,T0004041,166.79,2026-05-14
SR0004042,T0004042,223.49,2026-05-23
SR0004043,T0004043,1409.93,2026-06-29
SR0004044,T0004044,98.19,2026-05-21
SR0004045,T0004045,61.14,2026-06-16
SR0004046,T0004046,772.16,2026-05-09
SR0004047,T0004047,329.76,2026-06-23
SR0004048,T0004048,153.09,2026-05-02
SR0004049,T0004049,42.61,2026-05-23
SR0004050,T0004050,161.26,2026-04-28
SR0004051,T0004051,122.66,2026-05-22
SR0004052,T0004052,198.42,2026-05-24
SR0004053,T0004053,29.94,2026-04-07
SR0004054,T0004054,104.88,2026-06-20
SR0004055,T0004055,486.82,2026-05-10
SR0004056,T0004056,244.56,2026-06-23
SR0004057,T0004057,208.37,2026-06-21
SR0004058,T0004058,71.84,2026-06-08
SR0004059,T0004059,75.16,2026-06-21
SR0004060,T0004060,183.78,2026-06-16
SR0004061,T0004061,260.67,2026-04-21
SR0004062,T0004062,83.9,2026-05-28
SR0004063,T0004063,350.39,2026-04-26
SR0004064,T0004064,348.88,2026-04-03
SR0004065,T0004065,64.07,2026-06-12
SR0004066,T0004066,1501.18,2026-06-04
SR0004067,T0004067,85.46,2026-06-10
SR0004068,T0004068,77.2,2026-04-08
SR0004069,T0004069,111.97,2026-07-01
SR0004070,T0004070,40.92,2026-05-04
SR0004071,T0004071,23.62,2026-06-12
SR0004072,T0004072,1204.1,2026-06-27
SR0004073,T0004073,973.14,2026-05-16
SR0004074,T0004074,79.96,2026-04-25
SR0004075,T0004075,668.2,2026-04-12
SR0004076,T0004076,110.76,2026-04-28
SR0004077,T0004077,65.5,2026-07-01
SR0004078,T0004078,191.4,2026-04-29
SR0004079,T0004079,188.79,2026-06-24
SR0004080,T0004080,1082.72,2026-06-19
SR0004081,T0004081,9.8,2026-06-22
SR0004082,T0004082,181.61,2026-06-30
SR0004083,T0004083,6397.04,2026-04-09
SR0004084,T0004084,11.81,2026-04-18
SR0004085,T0004085,122.52,2026-04-18
SR0004086,T0004086,174.48,2026-04-25
SR0004087,T0004087,333.37,2026-05-17
SR0004088,T0004088,757.63,2026-05-10
SR0004089,T0004089,330.39,2026-05-07
SR0004090,T0004090,2477.62,2026-04-24
SR0004091,T0004091,160.06,2026-06-25
SR0004092,T0004092,1183.81,2026-05-11
SR0004093,T0004093,219.3,2026-06-05
SR0004094,T0004094,807.49,2026-05-09
SR0004095,T0004095,110.29,2026-06-12
SR0004096,T0004096,77.44,2026-04-06
SR0004097,T0004097,42.97,2026-06-29
SR0004098,T0004098,189.14,2026-06-18
SR0004099,T0004099,100.5,2026-04-13
SR0004100,T0004100,433.14,2026-06-05
SR0004101,T0004101,698.63,2026-05-16
SR0004102,T0004102,1145.04,2026-06-21
SR0004103,T0004103,855.47,2026-05-03
SR0004104,T0004104,1251.25,2026-06-11
SR0004105,T0004105,704.73,2026-04-25
SR0004106,T0004106,55.84,2026-04-16
SR0004107,T0004107,399.92,2026-05-26
SR0004108,T0004108,98.03,2026-04-28
SR0004109,T0004109,221.61,2026-05-27
SR0004110,T0004110,253.01,2026-05-11
SR0004111,T0004111,8.29,2026-06-29
SR0004112,T0004112,62.95,2026-06-12
SR0004113,T0004113,134.21,2026-05-18
SR0004114,T0004114,5.41,2026-05-19
SR0004115,T0004115,1689.65,2026-06-06
SR0004116,T0004116,320.74,2026-05-12
SR0004117,T0004117,318.17,2026-06-09
SR0004118,T0004118,1131.26,2026-06-20
SR0004119,T0004119,734.02,2026-04-13
SR0004120,T0004120,736.63,2026-06-25
SR0004121,T0004121,1136.43,2026-06-14
SR0004122,T0004122,412.42,2026-06-15
SR0004123,T0004123,426.27,2026-04-08
SR0004124,T0004124,506.58,2026-04-21
SR0004125,T0004125,42.63,2026-04-19
SR0004126,T0004126,14.08,2026-05-11
SR0004127,T0004127,15.07,2026-04-19
SR0004128,T0004128,721.78,2026-05-04
SR0004129,T0004129,128.81,2026-04-23
SR0004130,T0004130,184.55,2026-06-22
SR0004131,T0004131,337.9,2026-06-09
SR0004132,T0004132,1974.99,2026-06-03
SR0004133,T0004133,682.14,2026-05-03
SR0004134,T0004134,358.59,2026-06-10
SR0004135,T0004135,483.13,2026-06-23
SR0004136,T0004136,6218.16,2026-04-22
SR0004137,T0004137,67.48,2026-05-29
SR0004138,T0004138,1896.03,2026-06-19
SR0004139,T0004139,279.09,2026-04-10
SR0004140,T0004140,242.28,2026-06-07
SR0004141,T0004141,649.85,2026-05-02
SR0004142,T0004142,20.54,2026-04-30
SR0004143,T0004143,60.64,2026-04-18
SR0004144,T0004144,468.29,2026-05-04
SR0004145,T0004145,513.63,2026-05-13
SR0004146,T0004146,601.79,2026-04-14
SR0004147,T0004147,733.94,2026-06-29
SR0004148,T0004148,4496.91,2026-04-16
SR0004149,T0004149,109.74,2026-04-11
SR0004150,T0004150,466.86,2026-04-17
SR0004151,T0004151,770.86,2026-04-30
SR0004152,T0004152,456.37,2026-04-25
SR0004153,T0004153,232.32,2026-04-17
SR0004154,T0004154,91.07,2026-06-18
SR0004155,T0004155,202.21,2026-05-04
SR0004156,T0004156,1662.95,2026-05-14
SR0004157,T0004157,5831.48,2026-04-24
SR0004158,T0004158,23.62,2026-06-21
SR0004159,T0004159,277.67,2026-06-23
SR0004160,T0004160,22.34,2026-05-18
SR0004161,T0004161,97.64,2026-06-24
SR0004162,T0004162,376.83,2026-04-22
SR0004163,T0004163,51.27,2026-06-08
SR0004164,T0004164,144.29,2026-05-17
SR0004165,T0004165,116.44,2026-06-26
SR0004167,T0004167,149.71,2026-05-02
SR0004168,T0004168,1393.01,2026-04-03
SR0004169,T0004169,246.79,2026-05-04
SR0004170,T0004170,79.11,2026-06-04
SR0004171,T0004171,29.86,2026-05-10
SR0004172,T0004172,80.7,2026-06-15
SR0004173,T0004173,201.73,2026-05-20
SR0004174,T0004174,539.64,2026-05-17
SR0004175,T0004175,725.98,2026-06-21
SR0004176,T0004176,959.01,2026-05-22
SR0004177,T0004177,584.08,2026-04-24
SR0004178,T0004178,1034.76,2026-06-01
SR0004179,T0004179,165.34,2026-06-24
SR0004180,T0004180,206.27,2026-06-07
SR0004181,T0004181,114.32,2026-04-24
SR0004182,T0004182,87.03,2026-04-03
SR0004183,T0004183,1816.89,2026-04-14
SR0004184,T0004184,206.12,2026-05-30
SR0004185,T0004185,54.37,2026-05-15
SR0004186,T0004186,80.29,2026-05-13
SR0004187,T0004187,5046.33,2026-05-01
SR0004188,T0004188,380.1,2026-06-24
SR0004189,T0004189,512.65,2026-05-18
SR0004190,T0004190,126.54,2026-05-21
SR0004191,T0004191,11.84,2026-06-11
SR0004192,T0004192,45.27,2026-05-17
SR0004193,T0004193,106.92,2026-06-27
SR0004194,T0004194,111.21,2026-05-31
SR0004195,T0004195,262.62,2026-05-01
SR0004196,T0004196,855.64,2026-06-28
SR0004197,T0004197,274.47,2026-06-21
SR0004198,T0004198,479.19,2026-05-15
SR0004199,T0004199,949.47,2026-05-15
SR0004200,T0004200,2002.58,2026-06-28
SR0004201,T0004201,71.95,2026-06-12
SR0004202,T0004202,469.44,2026-06-12
SR0004203,T0004203,500.5,2026-06-29
SR0004204,T0004204,378.63,2026-04-08
SR0004205,T0004205,148.92,2026-04-20
SR0004206,T0004206,66.6,2026-05-31
SR0004207,T0004207,206.92,2026-05-24
SR0004208,T0004208,365.91,2026-05-25
SR0004209,T0004209,1158.11,2026-06-30
SR0004210,T0004210,211.58,2026-05-15
SR0004211,T0004211,50.12,2026-06-07
SR0004212,T0004212,63.67,2026-04-14
SR0004213,T0004213,48.73,2026-05-12
SR0004214,T0004214,227.49,2026-06-08
SR0004215,T0004215,37.61,2026-05-05
SR0004216,T0004216,85.91,2026-04-07
SR0004217,T0004217,2454.27,2026-04-13
SR0004218,T0004218,202.37,2026-04-25
SR0004219,T0004219,288.4,2026-05-15
SR0004220,T0004220,41.54,2026-06-20
SR0004221,T0004221,240.96,2026-06-04
SR0004222,T0004222,25.29,2026-04-25
SR0004223,T0004223,313.11,2026-06-09
SR0004224,T0004224,44.86,2026-04-27
SR0004225,T0004225,1641.37,2026-04-23
SR0004226,T0004226,3860.69,2026-05-06
SR0004227,T0004227,104.15,2026-05-29
SR0004228,T0004228,28.84,2026-05-27
SR0004229,T0004229,137.21,2026-04-23
SR0004230,T0004230,25.56,2026-04-21
SR0004231,T0004231,158.44,2026-06-25
SR0004233,T0004233,1280.45,2026-05-05
SR0004234,T0004234,14.15,2026-06-25
SR0004235,T0004235,41.26,2026-06-22
SR0004236,T0004236,880.22,2026-05-29
SR0004237,T0004237,111.68,2026-04-19
SR0004238,T0004238,2192.84,2026-05-14
SR0004239,T0004239,275.91,2026-05-12
SR0004240,T0004240,360.32,2026-04-04
SR0004241,T0004241,409.94,2026-06-27
SR0004242,T0004242,462.14,2026-05-18
SR0004243,T0004243,198.23,2026-06-19
SR0004244,T0004244,211.37,2026-06-02
SR0004245,T0004245,1463.23,2026-06-26
SR0004246,T0004246,94.29,2026-06-23
SR0004247,T0004247,338.35,2026-04-11
SR0004248,T0004248,151.07,2026-05-08
SR0004249,T0004249,657.05,2026-04-08
SR0004250,T0004250,1605.49,2026-04-20
SR0004251,T0004251,128.16,2026-05-28
SR0004252,T0004252,67.5,2026-04-03
SR0004253,T0004253,93.66,2026-06-26
SR0004254,T0004254,973.3,2026-05-05
SR0004255,T0004255,381.18,2026-06-30
SR0004256,T0004256,241.65,2026-05-07
SR0004257,T0004257,205.6,2026-05-01
SR0004258,T0004258,99.84,2026-05-12
SR0004259,T0004259,895.87,2026-06-04
SR0004260,T0004260,344.13,2026-04-24
SR0004261,T0004261,3261.63,2026-04-30
SR0004262,T0004262,258.33,2026-05-17
SR0004263,T0004263,387.49,2026-05-24
SR0004264,T0004264,140.85,2026-06-07
SR0004265,T0004265,109.09,2026-05-22
SR0004266,T0004266,244.73,2026-05-30
SR0004267,T0004267,1433.08,2026-05-01
SR0004268,T0004268,139.87,2026-04-29
SR0004269,T0004269,136.54,2026-04-13
SR0004270,T0004270,37.36,2026-04-18
SR0004271,T0004271,8655.89,2026-05-18
SR0004272,T0004272,117.11,2026-05-07
SR0004273,T0004273,36.43,2026-04-05
SR0004274,T0004274,345.37,2026-04-27
SR0004275,T0004275,380.91,2026-06-18
SR0004276,T0004276,814.3,2026-07-01
SR0004277,T0004277,352.02,2026-05-05
SR0004278,T0004278,23.1,2026-04-06
SR0004279,T0004279,93.02,2026-04-24
SR0004280,T0004280,1198.32,2026-06-15
SR0004281,T0004281,989.33,2026-07-01
SR0004282,T0004282,490.54,2026-06-08
SR0004283,T0004283,2121.15,2026-04-29
SR0004284,T0004284,194.07,2026-06-08
SR0004285,T0004285,1365.08,2026-05-30
SR0004286,T0004286,146.29,2026-06-06
SR0004287,T0004287,3057.05,2026-04-26
SR0004288,T0004288,131.86,2026-06-15
SR0004289,T0004289,52.72,2026-05-28
SR0004290,T0004290,49.81,2026-06-30
SR0004291,T0004291,1885.37,2026-06-11
SR0004292,T0004292,2205.4,2026-04-07
SR0004293,T0004293,72.5,2026-06-19
SR0004294,T0004294,104.11,2026-05-25
SR0004295,T0004295,9.41,2026-06-09
SR0004296,T0004296,47.52,2026-06-18
SR0004297,T0004297,182.99,2026-06-10
SR0004298,T0004298,180.88,2026-05-22
SR0004299,T0004299,14.23,2026-06-27
SR0004300,T0004300,36.54,2026-05-12
SR0004301,T0004301,3605.06,2026-05-24
SR0004302,T0004302,1341.72,2026-04-25
SR0004303,T0004303,325.74,2026-05-08
SR0004304,T0004304,339.73,2026-05-16
SR0004305,T0004305,271.66,2026-05-22
SR0004306,T0004306,226.83,2026-05-04
SR0004307,T0004307,275.25,2026-05-02
SR0004308,T0004308,29.96,2026-06-14
SR0004309,T0004309,188.49,2026-05-29
SR0004310,T0004310,15.93,2026-04-15
SR0004311,T0004311,202.14,2026-05-07
SR0004312,T0004312,485.2,2026-04-15
SR0004313,T0004313,122.43,2026-06-18
SR0004316,T0004316,502.92,2026-05-29
SR0004317,T0004317,443.83,2026-05-24
SR0004318,T0004318,81.72,2026-04-18
SR0004319,T0004319,36.66,2026-06-14
SR0004320,T0004320,40.67,2026-06-06
SR0004321,T0004321,74.82,2026-06-09
SR0004322,T0004322,835.08,2026-06-23
SR0004323,T0004323,742.86,2026-04-11
SR0004324,T0004324,139.11,2026-06-27
SR0004325,T0004325,178.79,2026-04-21
SR0004326,T0004326,41.6,2026-06-14
SR0004327,T0004327,45.52,2026-06-03
SR0004328,T0004328,481.82,2026-06-12
SR0004329,T0004329,147.43,2026-06-25
SR0004330,T0004330,168.72,2026-04-25
SR0004331,T0004331,686.55,2026-06-22
SR0004332,T0004332,500.7,2026-06-30
SR0004333,T0004333,195.34,2026-05-31
SR0004334,T0004334,1427.71,2026-05-12
SR0004335,T0004335,128.02,2026-06-14
SR0004336,T0004336,70.27,2026-04-10
SR0004337,T0004337,46.0,2026-06-08
SR0004338,T0004338,1450.16,2026-04-08
SR0004339,T0004339,111.52,2026-06-11
SR0004340,T0004340,275.71,2026-05-08
SR0004341,T0004341,3724.69,2026-06-22
SR0004342,T0004342,89.0,2026-05-27
SR0004343,T0004343,317.42,2026-04-20
SR0004344,T0004344,314.76,2026-06-02
SR0004345,T0004345,299.9,2026-06-08
SR0004346,T0004346,977.32,2026-05-15
SR0004347,T0004347,461.44,2026-06-03
SR0004348,T0004348,351.72,2026-04-16
SR0004349,T0004349,2834.52,2026-06-05
SR0004350,T0004350,34.04,2026-06-10
SR0004351,T0004351,51.37,2026-05-28
SR0004352,T0004352,246.83,2026-06-15
SR0004353,T0004353,562.49,2026-05-09
SR0004355,T0004355,107.51,2026-06-05
SR0004356,T0004356,1588.33,2026-05-18
SR0004357,T0004357,841.51,2026-06-07
SR0004358,T0004358,116.64,2026-05-31
SR0004359,T0004359,2687.9,2026-06-13
SR0004360,T0004360,151.02,2026-04-09
SR0004361,T0004361,185.05,2026-05-14
SR0004362,T0004362,31.76,2026-05-26
SR0004363,T0004363,390.95,2026-06-12
SR0004364,T0004364,4001.74,2026-05-02
SR0004366,T0004366,163.98,2026-04-17
SR0004367,T0004367,127.03,2026-07-01
SR0004368,T0004368,278.81,2026-04-18
SR0004369,T0004369,1992.48,2026-04-24
SR0004370,T0004370,360.24,2026-06-15
SR0004371,T0004371,827.12,2026-05-16
SR0004372,T0004372,715.96,2026-04-27
SR0004373,T0004373,1320.75,2026-05-04
SR0004374,T0004374,902.94,2026-05-06
SR0004375,T0004375,110.73,2026-06-18
SR0004376,T0004376,336.84,2026-05-21
SR0004377,T0004377,144.48,2026-04-16
SR0004378,T0004378,1002.08,2026-04-18
SR0004379,T0004379,559.43,2026-06-21
SR0004380,T0004380,592.23,2026-05-30
SR0004381,T0004381,450.48,2026-04-15
SR0004382,T0004382,32.23,2026-06-26
SR0004383,T0004383,591.31,2026-05-09
SR0004384,T0004384,45.99,2026-06-30
SR0004385,T0004385,65.96,2026-04-07
SR0004386,T0004386,1308.85,2026-05-05
SR0004387,T0004387,157.47,2026-04-17
SR0004388,T0004388,39.66,2026-05-21
SR0004389,T0004389,113.45,2026-06-29
SR0004390,T0004390,767.89,2026-04-23
SR0004391,T0004391,139.63,2026-04-05
SR0004392,T0004392,1283.91,2026-04-12
SR0004393,T0004393,966.85,2026-06-18
SR0004394,T0004394,1102.14,2026-05-06
SR0004395,T0004395,674.22,2026-06-21
SR0004396,T0004396,45.63,2026-05-13
SR0004397,T0004397,187.8,2026-05-27
SR0004398,T0004398,499.31,2026-06-15
SR0004399,T0004399,88.1,2026-05-12
SR0004400,T0004400,553.11,2026-05-12
SR0004401,T0004401,1203.75,2026-05-15
SR0004402,T0004402,55.9,2026-05-17
SR0004403,T0004403,21.52,2026-06-01
SR0004404,T0004404,309.67,2026-05-08
SR0004405,T0004405,8254.32,2026-07-01
SR0004406,T0004406,251.46,2026-05-18
SR0004407,T0004407,45.55,2026-05-17
SR0004408,T0004408,590.37,2026-05-11
SR0004409,T0004409,428.89,2026-04-09
SR0004410,T0004410,605.27,2026-04-25
SR0004411,T0004411,5787.79,2026-04-23
SR0004412,T0004412,49.53,2026-04-12
SR0004413,T0004413,779.05,2026-04-07
SR0004414,T0004414,263.26,2026-05-16
SR0004415,T0004415,487.41,2026-05-19
SR0004416,T0004416,105.45,2026-04-15
SR0004417,T0004417,38.38,2026-04-17
SR0004418,T0004418,2750.95,2026-05-09
SR0004419,T0004419,3357.51,2026-04-23
SR0004420,T0004420,4146.75,2026-05-31
SR0004421,T0004421,96.85,2026-06-13
SR0004422,T0004422,220.2,2026-05-29
SR0004423,T0004423,1501.33,2026-05-02
SR0004424,T0004424,218.94,2026-04-24
SR0004425,T0004425,104.33,2026-05-20
SR0004426,T0004426,487.84,2026-05-19
SR0004427,T0004427,48.3,2026-04-17
SR0004428,T0004428,21.3,2026-04-22
SR0004429,T0004429,7274.45,2026-05-19
SR0004430,T0004430,178.36,2026-05-11
SR0004431,T0004431,854.67,2026-05-06
SR0004432,T0004432,184.55,2026-06-28
SR0004433,T0004433,378.81,2026-05-22
SR0004434,T0004434,292.94,2026-05-19
SR0004435,T0004435,33.34,2026-04-07
SR0004436,T0004436,116.76,2026-05-18
SR0004437,T0004437,744.19,2026-07-01
SR0004438,T0004438,429.84,2026-04-29
SR0004439,T0004439,264.69,2026-04-18
SR0004440,T0004440,15.58,2026-04-21
SR0004441,T0004441,555.82,2026-04-25
SR0004442,T0004442,142.78,2026-06-21
SR0004443,T0004443,114.41,2026-05-15
SR0004444,T0004444,84.54,2026-05-07
SR0004445,T0004445,303.8,2026-04-12
SR0004446,T0004446,232.27,2026-04-30
SR0004447,T0004447,154.41,2026-05-10
SR0004448,T0004448,1791.23,2026-04-17
SR0004449,T0004449,284.81,2026-05-31
SR0004450,T0004450,35.09,2026-05-18
SR0004451,T0004451,111.13,2026-04-13
SR0004452,T0004452,365.02,2026-06-28
SR0004453,T0004453,691.63,2026-04-25
SR0004454,T0004454,67.38,2026-06-25
SR0004455,T0004455,67.52,2026-06-11
SR0004456,T0004456,535.44,2026-05-24
SR0004457,T0004457,301.5,2026-06-05
SR0004458,T0004458,453.94,2026-04-27
SR0004459,T0004459,104.23,2026-05-25
SR0004460,T0004460,865.87,2026-04-07
SR0004461,T0004461,797.83,2026-04-30
SR0004462,T0004462,652.01,2026-05-29
SR0004463,T0004463,141.79,2026-06-23
SR0004464,T0004464,138.18,2026-05-05
SR0004465,T0004465,208.75,2026-06-30
SR0004466,T0004466,22.79,2026-04-28
SR0004467,T0004467,151.91,2026-06-25
SR0004468,T0004468,904.95,2026-06-25
SR0004469,T0004469,82.45,2026-05-01
SR0004470,T0004470,3344.09,2026-05-16
SR0004471,T0004471,45.01,2026-04-08
SR0004472,T0004472,69.24,2026-06-24
SR0004473,T0004473,99.29,2026-06-04
SR0004474,T0004474,581.49,2026-05-20
SR0004475,T0004475,159.71,2026-04-09
SR0004476,T0004476,46.71,2026-04-14
SR0004477,T0004477,574.16,2026-04-05
SR0004478,T0004478,374.51,2026-04-21
SR0004479,T0004479,88.64,2026-05-24
SR0004480,T0004480,2928.08,2026-05-01
SR0004481,T0004481,723.51,2026-05-01
SR0004482,T0004482,580.26,2026-04-11
SR0004483,T0004483,112.77,2026-06-28
SR0004484,T0004484,61.87,2026-06-04
SR0004485,T0004485,1966.57,2026-06-02
SR0004486,T0004486,75.2,2026-05-22
SR0004487,T0004487,545.02,2026-04-26
SR0004488,T0004488,961.01,2026-06-06
SR0004489,T0004489,36.67,2026-06-02
SR0004490,T0004490,195.41,2026-06-01
SR0004491,T0004491,67.2,2026-05-17
SR0004492,T0004492,439.31,2026-05-03
SR0004493,T0004493,82.93,2026-06-01
SR0004494,T0004494,75.81,2026-05-02
SR0004495,T0004495,41.27,2026-05-01
SR0004496,T0004496,235.92,2026-06-20
SR0004497,T0004497,24.56,2026-07-01
SR0004498,T0004498,2097.76,2026-04-16
SR0004499,T0004499,194.57,2026-04-23
SR0004500,T0004500,820.75,2026-06-09
SR0004501,T0004501,232.03,2026-05-22
SR0004502,T0004502,399.51,2026-06-10
SR0004503,T0004503,42.09,2026-07-01
SR0004504,T0004504,548.99,2026-05-31
SR0004505,T0004505,48.55,2026-06-11
SR0004506,T0004506,1731.84,2026-05-28
SR0004507,T0004507,125.02,2026-04-03
SR0004508,T0004508,675.05,2026-05-03
SR0004509,T0004509,45.77,2026-05-16
SR0004510,T0004510,726.94,2026-04-30
SR0004511,T0004511,24.17,2026-05-18
SR0004512,T0004512,27.15,2026-05-01
SR0004513,T0004513,1094.92,2026-05-16
SR0004514,T0004514,954.02,2026-05-14
SR0004515,T0004515,135.45,2026-04-08
SR0004516,T0004516,152.99,2026-06-10
SR0004517,T0004517,211.35,2026-04-27
SR0004518,T0004518,380.79,2026-06-09
SR0004519,T0004519,1022.85,2026-06-20
SR0004520,T0004520,159.46,2026-04-07
SR0004521,T0004521,28.8,2026-04-26
SR0004522,T0004522,227.63,2026-06-16
SR0004523,T0004523,91.31,2026-04-13
SR0004524,T0004524,1585.65,2026-05-22
SR0004525,T0004525,151.21,2026-05-31
SR0004526,T0004526,1365.2,2026-04-19
SR0004527,T0004527,242.94,2026-05-08
SR0004528,T0004528,103.4,2026-05-15
SR0004529,T0004529,1374.73,2026-05-18
SR0004530,T0004530,86.22,2026-04-06
SR0004531,T0004531,255.67,2026-05-30
SR0004532,T0004532,157.21,2026-04-05
SR0004533,T0004533,82.28,2026-05-19
SR0004534,T0004534,395.02,2026-04-17
SR0004535,T0004535,110.79,2026-06-27
SR0004536,T0004536,79.58,2026-05-26
SR0004537,T0004537,198.88,2026-05-20
SR0004538,T0004538,108.83,2026-04-16
SR0004539,T0004539,143.55,2026-06-18
SR0004540,T0004540,208.21,2026-04-30
SR0004541,T0004541,581.73,2026-04-10
SR0004542,T0004542,132.58,2026-04-13
SR0004543,T0004543,41.14,2026-05-20
SR0004544,T0004544,514.33,2026-06-09
SR0004545,T0004545,108.21,2026-04-17
SR0004546,T0004546,408.45,2026-06-23
SR0004547,T0004547,1178.49,2026-04-12
SR0004548,T0004548,233.67,2026-05-13
SR0004549,T0004549,73.36,2026-06-12
SR0004550,T0004550,182.99,2026-05-21
SR0004551,T0004551,84.53,2026-06-10
SR0004552,T0004552,79.51,2026-05-10
SR0004553,T0004553,145.67,2026-06-08
SR0004554,T0004554,44.59,2026-04-14
SR0004555,T0004555,54.91,2026-04-12
SR0004556,T0004556,636.82,2026-04-17
SR0004557,T0004557,300.27,2026-05-19
SR0004558,T0004558,377.98,2026-06-25
SR0004559,T0004559,670.33,2026-06-25
SR0004560,T0004560,18.92,2026-06-18
SR0004561,T0004561,157.91,2026-06-12
SR0004562,T0004562,2006.74,2026-05-01
SR0004563,T0004563,2635.83,2026-06-15
SR0004564,T0004564,93.56,2026-05-14
SR0004565,T0004565,70.29,2026-04-16
SR0004566,T0004566,13.66,2026-06-16
SR0004567,T0004567,134.63,2026-05-30
SR0004568,T0004568,536.71,2026-06-29
SR0004569,T0004569,841.71,2026-04-15
SR0004570,T0004570,38.29,2026-06-05
SR0004571,T0004571,182.07,2026-05-22
SR0004572,T0004572,113.22,2026-06-09
SR0004573,T0004573,52.62,2026-04-20
SR0004574,T0004574,100.46,2026-06-21
SR0004575,T0004575,769.08,2026-04-09
SR0004576,T0004576,463.31,2026-04-04
SR0004577,T0004577,390.06,2026-04-03
SR0004578,T0004578,1533.78,2026-04-09
SR0004579,T0004579,201.77,2026-07-01
SR0004580,T0004580,192.62,2026-06-16
SR0004581,T0004581,431.45,2026-06-11
SR0004582,T0004582,58.09,2026-05-02
SR0004583,T0004583,754.48,2026-05-09
SR0004584,T0004584,555.41,2026-04-23
SR0004585,T0004585,398.75,2026-05-04
SR0004586,T0004586,88.04,2026-05-17
SR0004587,T0004587,612.64,2026-04-12
SR0004588,T0004588,2616.61,2026-05-17
SR0004589,T0004589,496.77,2026-05-20
SR0004590,T0004590,107.92,2026-06-06
SR0004591,T0004591,2831.85,2026-04-13
SR0004592,T0004592,440.02,2026-04-29
SR0004593,T0004593,2689.9,2026-04-29
SR0004594,T0004594,61.88,2026-07-01
SR0004595,T0004595,92.86,2026-07-01
SR0004596,T0004596,732.96,2026-05-14
SR0004597,T0004597,6.01,2026-05-07
SR0004598,T0004598,3436.77,2026-05-26
SR0004599,T0004599,1456.35,2026-04-25
SR0004600,T0004600,93.06,2026-04-17
SR0004601,T0004601,1361.79,2026-05-19
SR0004602,T0004602,267.09,2026-04-16
SR0004603,T0004603,177.77,2026-06-08
SR0004604,T0004604,63.41,2026-05-11
SR0004605,T0004605,1042.49,2026-06-07
SR0004606,T0004606,651.94,2026-06-05
SR0004607,T0004607,368.75,2026-05-02
SR0004608,T0004608,50.15,2026-05-09
SR0004609,T0004609,515.35,2026-05-19
SR0004610,T0004610,998.83,2026-05-10
SR0004611,T0004611,2929.99,2026-05-21
SR0004612,T0004612,206.91,2026-05-12
SR0004613,T0004613,122.78,2026-05-04
SR0004614,T0004614,58.58,2026-05-20
SR0004615,T0004615,294.76,2026-04-27
SR0004616,T0004616,831.74,2026-06-18
SR0004617,T0004617,4001.33,2026-05-11
SR0004618,T0004618,523.39,2026-05-11
SR0004619,T0004619,1677.81,2026-06-15
SR0004620,T0004620,319.83,2026-05-29
SR0004621,T0004621,709.14,2026-04-07
SR0004622,T0004622,122.89,2026-05-18
SR0004623,T0004623,382.84,2026-04-26
SR0004624,T0004624,64.11,2026-04-24
SR0004625,T0004625,1209.05,2026-06-08
SR0004626,T0004626,5160.92,2026-05-06
SR0004627,T0004627,334.0,2026-05-31
SR0004628,T0004628,145.41,2026-04-15
SR0004629,T0004629,60799.84,2026-04-03
SR0004630,T0004630,1348.9,2026-06-04
SR0004631,T0004631,2225.93,2026-06-04
SR0004632,T0004632,471.73,2026-05-29
SR0004633,T0004633,64.35,2026-04-29
SR0004634,T0004634,201.53,2026-05-29
SR0004635,T0004635,304.6,2026-05-25
SR0004636,T0004636,276.44,2026-06-21
SR0004637,T0004637,58.47,2026-05-22
SR0004638,T0004638,260.6,2026-06-19
SR0004639,T0004639,53.53,2026-05-01
SR0004640,T0004640,41.34,2026-04-15
SR0004642,T0004642,178.83,2026-04-09
SR0004643,T0004643,196.22,2026-04-10
SR0004644,T0004644,225.19,2026-06-19
